Player1_Strategy,Player2_Strategy,Player1_Score,Player2_Score,Winner,Moves,Time_Seconds
A3C,Random,25,23,Player1,36,13.305
A3C,Random,12,36,Player2,23,8.395
A3C,Random,29,19,Player1,29,9.523
A3C,Random,32,16,Player1,42,13.099
A3C,Random,23,25,Player2,41,13.464
A3C,Random,32,16,Player1,42,13.885
A3C,Random,33,15,Player1,30,9.59
A3C,Random,39,9,Player1,26,9.053
A3C,Random,18,30,Player2,36,11.15
A3C,Random,31,17,Player1,41,13.443
Random,A3C,28,20,Player1,37,12.944
Random,A3C,15,33,Player2,50,16.181
Random,A3C,12,36,Player2,30,10.26
Random,A3C,14,34,Player2,32,9.166
Random,A3C,21,27,Player2,29,10.121
Random,A3C,22,26,Player2,34,12.907
Random,A3C,18,30,Player2,39,11.954
Random,A3C,23,25,Player2,39,12.632
Random,A3C,18,30,Player2,43,12.752
Random,A3C,24,24,Draw,32,9.588
Random,A3C,25,23,Player1,33,8.97
Random,A3C,22,26,Player2,50,17.854
Random,A3C,22,26,Player2,23,6.712
Random,A3C,22,26,Player2,47,16.233
Random,A3C,17,31,Player2,33,11.219
A3C,Random,29,19,Player1,44,16.776
A3C,Random,17,31,Player2,27,9.785
A3C,Random,29,19,Player1,41,13.662
A3C,Random,31,17,Player1,39,14.219
A3C,Random,33,15,Player1,29,9.655
A3C,Random,29,19,Player1,40,14.369
A3C,Random,19,29,Player2,38,12.654
A3C,Random,22,26,Player2,46,14.914
A3C,Random,23,25,Player2,39,13.336
A3C,Random,35,13,Player1,27,9.906
A3C,Random,20,28,Player2,28,12.403
A3C,Random,28,20,Player1,49,18.278
A3C,Random,25,23,Player1,37,12.193
A3C,Random,19,29,Player2,30,11.513
A3C,Random,33,15,Player1,40,12.834
A3C,Random,26,22,Player1,41,14.127
A3C,Random,23,25,Player2,51,16.428
A3C,Random,24,24,Draw,35,11.87
A3C,Random,18,30,Player2,32,9.816
A3C,Random,28,20,Player1,45,15.324
A3C,Random,25,23,Player1,48,18.708
A3C,Random,25,23,Player1,34,11.706
A3C,Random,31,17,Player1,55,16.977
A3C,Random,37,11,Player1,35,12.544
A3C,Random,25,23,Player1,28,9.027
A3C,Random,25,23,Player1,60,20.709
A3C,Random,21,27,Player2,45,15.031
A3C,Random,26,22,Player1,40,14.421
A3C,Random,34,14,Player1,43,13.483
A3C,Random,34,14,Player1,31,8.799
Random,A3C,25,23,Player1,47,15.975
Random,A3C,29,19,Player1,46,13.187
Random,A3C,20,28,Player2,51,16.004
Random,A3C,13,35,Player2,33,10.511
Random,A3C,25,23,Player1,48,14.716
Random,A3C,26,22,Player1,40,13.409
Random,A3C,19,29,Player2,47,15.802
Random,A3C,12,36,Player2,21,7.177
Random,A3C,29,19,Player1,49,16.257
Random,A3C,21,27,Player2,59,19.359
A3C,Random,24,24,Draw,49,19.11
A3C,Random,22,26,Player2,28,9.092
A3C,Random,34,14,Player1,45,14.833
A3C,Random,31,17,Player1,55,18.227
A3C,Random,21,27,Player2,37,11.078
Random,A3C,17,31,Player2,51,18.386
Random,A3C,25,23,Player1,50,15.184
Random,A3C,25,23,Player1,36,12.006
Random,A3C,28,20,Player1,52,17.917
Random,A3C,21,27,Player2,34,9.246
A3C,Random,24,24,Draw,47,17.468
A3C,Random,29,19,Player1,55,18.669
A3C,Random,26,22,Player1,45,13.952
A3C,Random,17,31,Player2,49,15.335
A3C,Random,28,20,Player1,46,15.929
Random,A3C,28,20,Player1,28,9.312
Random,A3C,26,22,Player1,28,7.646
Random,A3C,23,25,Player2,49,16.633
Random,A3C,18,30,Player2,37,9.945
Random,A3C,14,34,Player2,28,7.132
A3C,Simple Minimax,32,16,Player1,20,7.16
A3C,Simple Minimax,18,30,Player2,21,8.272
A3C,Simple Minimax,19,29,Player2,24,8.017
A3C,Simple Minimax,26,22,Player1,44,16.756
A3C,Simple Minimax,20,28,Player2,32,11.325
Random,A3C,16,32,Player2,43,14.442
Random,A3C,28,20,Player1,50,15.848
Random,A3C,29,19,Player1,26,8.208
Random,A3C,20,28,Player2,21,6.781
Random,A3C,34,14,Player1,29,9.395
Random,A3C,25,23,Player1,31,9.262
Random,A3C,19,29,Player2,53,15.99
Random,A3C,29,19,Player1,21,7.34
Random,A3C,32,16,Player1,45,12.659
Random,A3C,27,21,Player1,44,12.909
A3C,Simple Minimax,22,26,Player2,24,8.601
A3C,Simple Minimax,15,33,Player2,25,9.677
A3C,Simple Minimax,27,21,Player1,27,9.755
A3C,Simple Minimax,22,26,Player2,30,9.688
A3C,Simple Minimax,22,26,Player2,29,11.25
Simple Minimax,A3C,25,23,Player1,37,13.625
Simple Minimax,A3C,12,36,Player2,22,7.123
Simple Minimax,A3C,13,35,Player2,31,10.83
Simple Minimax,A3C,33,15,Player1,26,10.158
Simple Minimax,A3C,33,15,Player1,18,6.608
A3C,Simple Minimax,29,19,Player1,25,8.111
A3C,Simple Minimax,23,25,Player2,28,9.203
A3C,Simple Minimax,14,34,Player2,31,11.44
A3C,Simple Minimax,25,23,Player1,59,21.087
A3C,Simple Minimax,15,33,Player2,23,9.412
A3C,Simple Minimax,28,20,Player1,27,9.184
A3C,Simple Minimax,21,27,Player2,31,10.2
A3C,Simple Minimax,18,30,Player2,25,8.383
A3C,Simple Minimax,28,20,Player1,33,11.091
A3C,Simple Minimax,26,22,Player1,39,13.48
A3C,Simple Minimax,21,27,Player2,48,15.079
A3C,Simple Minimax,8,40,Player2,23,7.912
A3C,Simple Minimax,17,31,Player2,24,7.588
A3C,Simple Minimax,21,27,Player2,34,11.802
A3C,Simple Minimax,30,18,Player1,36,13.295
A3C,Simple Minimax,21,27,Player2,25,9.109
A3C,Simple Minimax,15,33,Player2,42,14.744
A3C,Simple Minimax,18,30,Player2,50,15.087
A3C,Simple Minimax,26,22,Player1,20,6.27
A3C,Simple Minimax,16,32,Player2,20,6.433
A3C,Simple Minimax,20,28,Player2,25,8.969
A3C,Simple Minimax,20,28,Player2,49,16.071
A3C,Simple Minimax,18,30,Player2,37,13.31
A3C,Simple Minimax,24,24,Draw,30,9.751
A3C,Simple Minimax,29,19,Player1,30,11.298
A3C,Simple Minimax,22,26,Player2,36,10.006
A3C,Simple Minimax,21,27,Player2,46,16.419
A3C,Simple Minimax,10,38,Player2,24,8.158
A3C,Simple Minimax,27,21,Player1,29,10.232
A3C,Simple Minimax,27,21,Player1,48,16.864
Random,A3C,12,36,Player2,35,11.115
Random,A3C,24,24,Draw,46,15.943
Random,A3C,21,27,Player2,42,13.126
Random,A3C,26,22,Player1,43,14.211
Random,A3C,16,32,Player2,48,15.56
A3C,Simple Minimax,13,35,Player2,32,10.933
A3C,Simple Minimax,19,29,Player2,28,9.686
A3C,Simple Minimax,23,25,Player2,30,11.169
A3C,Simple Minimax,20,28,Player2,35,11.449
A3C,Simple Minimax,20,28,Player2,54,19.163
Simple Minimax,A3C,20,28,Player2,24,8.869
Simple Minimax,A3C,26,22,Player1,24,8.372
Simple Minimax,A3C,35,13,Player1,28,10.35
Simple Minimax,A3C,27,21,Player1,31,10.949
Simple Minimax,A3C,23,25,Player2,33,11.56
A3C,Simple Minimax,20,28,Player2,38,13.017
A3C,Simple Minimax,24,24,Draw,54,19.899
A3C,Simple Minimax,23,25,Player2,25,9.487
A3C,Simple Minimax,17,31,Player2,31,12.431
A3C,Simple Minimax,22,26,Player2,28,9.688
Simple Minimax,A3C,30,18,Player1,24,7.963
Simple Minimax,A3C,22,26,Player2,32,10.833
Simple Minimax,A3C,32,16,Player1,29,8.865
Simple Minimax,A3C,21,27,Player2,36,11.922
Simple Minimax,A3C,32,16,Player1,28,9.816
Simple Minimax,A3C,28,20,Player1,21,8.299
Simple Minimax,A3C,34,14,Player1,28,9.339
Simple Minimax,A3C,34,14,Player1,29,9.632
Simple Minimax,A3C,7,41,Player2,24,8.88
Simple Minimax,A3C,22,26,Player2,36,12.828
Simple Minimax,A3C,12,36,Player2,22,6.573
Simple Minimax,A3C,33,15,Player1,31,10.968
Simple Minimax,A3C,24,24,Draw,26,8.543
Simple Minimax,A3C,30,18,Player1,26,10.003
Simple Minimax,A3C,34,14,Player1,20,6.736
Simple Minimax,A3C,32,16,Player1,19,6.656
Simple Minimax,A3C,29,19,Player1,38,13.242
Simple Minimax,A3C,22,26,Player2,46,15.846
Simple Minimax,A3C,28,20,Player1,25,6.968
Simple Minimax,A3C,29,19,Player1,27,9.91
A3C,Minimax Alpha-Beta,22,26,Player2,46,11.445
A3C,Minimax Alpha-Beta,16,32,Player2,40,10.324
A3C,Minimax Alpha-Beta,19,29,Player2,28,5.421
A3C,Minimax Alpha-Beta,12,36,Player2,36,8.325
A3C,Minimax Alpha-Beta,21,27,Player2,36,10.367
Simple Minimax,A3C,37,11,Player1,23,8.127
Simple Minimax,A3C,12,36,Player2,24,8.314
Simple Minimax,A3C,33,15,Player1,21,7.879
Simple Minimax,A3C,24,24,Draw,48,16.503
Simple Minimax,A3C,19,29,Player2,28,10.109
A3C,Minimax Alpha-Beta,17,31,Player2,33,8.35
A3C,Minimax Alpha-Beta,17,31,Player2,33,8.629
A3C,Minimax Alpha-Beta,20,28,Player2,24,5.984
A3C,Minimax Alpha-Beta,13,35,Player2,37,7.619
A3C,Minimax Alpha-Beta,16,32,Player2,39,9.93
A3C,Minimax Alpha-Beta,19,29,Player2,39,9.661
A3C,Minimax Alpha-Beta,12,36,Player2,32,9.616
A3C,Minimax Alpha-Beta,14,34,Player2,30,9.087
A3C,Minimax Alpha-Beta,24,24,Draw,33,8.979
A3C,Minimax Alpha-Beta,29,19,Player1,25,7.147
A3C,Minimax Alpha-Beta,15,33,Player2,34,9.072
A3C,Minimax Alpha-Beta,16,32,Player2,30,8.549
A3C,Minimax Alpha-Beta,24,24,Draw,29,8.332
A3C,Minimax Alpha-Beta,17,31,Player2,33,9.695
A3C,Minimax Alpha-Beta,15,33,Player2,37,9.812
Simple Minimax,A3C,29,19,Player1,37,12.378
Simple Minimax,A3C,28,20,Player1,42,13.818
Simple Minimax,A3C,26,22,Player1,44,13.845
Simple Minimax,A3C,21,27,Player2,26,9.221
Simple Minimax,A3C,36,12,Player1,21,8.106
A3C,Minimax Alpha-Beta,19,29,Player2,39,12.842
A3C,Minimax Alpha-Beta,21,27,Player2,41,11.484
A3C,Minimax Alpha-Beta,16,32,Player2,38,10.008
A3C,Minimax Alpha-Beta,16,32,Player2,33,7.424
A3C,Minimax Alpha-Beta,14,34,Player2,38,12.126
A3C,Minimax Alpha-Beta,17,31,Player2,22,6.53
A3C,Minimax Alpha-Beta,12,36,Player2,37,10.999
A3C,Minimax Alpha-Beta,17,31,Player2,39,11.404
A3C,Minimax Alpha-Beta,15,33,Player2,48,15.686
A3C,Minimax Alpha-Beta,20,28,Player2,30,9.221
A3C,Minimax Alpha-Beta,18,30,Player2,30,8.961
A3C,Minimax Alpha-Beta,18,30,Player2,39,10.894
A3C,Minimax Alpha-Beta,22,26,Player2,36,12.021
A3C,Minimax Alpha-Beta,14,34,Player2,38,12.179
A3C,Minimax Alpha-Beta,17,31,Player2,34,9.641
Simple Minimax,A3C,33,15,Player1,21,7.621
Simple Minimax,A3C,15,33,Player2,36,12.713
Simple Minimax,A3C,34,14,Player1,27,8.648
Simple Minimax,A3C,23,25,Player2,40,13.427
Simple Minimax,A3C,31,17,Player1,51,17.993
Simple Minimax,A3C,25,23,Player1,47,17.945
Simple Minimax,A3C,30,18,Player1,23,8.092
Simple Minimax,A3C,31,17,Player1,25,8.951
Simple Minimax,A3C,24,24,Draw,58,19.366
Simple Minimax,A3C,31,17,Player1,28,9.693
A3C,Minimax Alpha-Beta,18,30,Player2,37,11.969
A3C,Minimax Alpha-Beta,26,22,Player1,23,6.088
A3C,Minimax Alpha-Beta,13,35,Player2,44,11.04
A3C,Minimax Alpha-Beta,13,35,Player2,32,8.554
A3C,Minimax Alpha-Beta,16,32,Player2,43,15.255
A3C,Minimax Alpha-Beta,20,28,Player2,27,6.131
A3C,Minimax Alpha-Beta,20,28,Player2,39,11.561
A3C,Minimax Alpha-Beta,19,29,Player2,37,12.107
A3C,Minimax Alpha-Beta,17,31,Player2,40,12.908
A3C,Minimax Alpha-Beta,23,25,Player2,36,8.755
A3C,Minimax Alpha-Beta,13,35,Player2,28,6.103
A3C,Minimax Alpha-Beta,12,36,Player2,29,8.704
A3C,Minimax Alpha-Beta,13,35,Player2,37,10.379
A3C,Minimax Alpha-Beta,16,32,Player2,43,13.237
A3C,Minimax Alpha-Beta,18,30,Player2,31,7.821
Minimax Alpha-Beta,A3C,36,12,Player1,33,10.326
Minimax Alpha-Beta,A3C,33,15,Player1,22,6.16
Minimax Alpha-Beta,A3C,35,13,Player1,31,9.882
